Account Factors::Profit Center,Promo ID,Pricing::Segment,Pricing::Engine,Promotion::SKU,Promotion::Start Date Promo,Promotion::End Date Promo,Pricing::Street,Promotion::Promo_Value,Promotion::Promo Type,Promotion::Promo_Net Price Point,Exp_Revenue Est,Exp_Billing Profit,Exp_Billing Profit Supply,Exp_Promo,Exp_Sales,Exp_Net Billing Profit,Account,Sell Through Estimate Adj,Sell Through Estimate POS,Sell Through Estimate Inv,Final Quantity,Sell Through Estimate,SOP_Period,SOP_Half,SOP_Quarter,Usage ID,Account Factors::SAP Account,Promotion::LevelType
1010,63862,zzz,123,TP1,5/1/2019,5/31/2019,79.99,22,1,57.99,1279.698,377.0918648,1482.986933,242,818.515908,799.5628894,4,20,,11,11,20,202,H1,Q1,147973,4,4
1010,63855,zzz,123,TP1,4/1/2019,4/30/2019,79.99,29,1,50.99,2687.3658,791.8929161,3114.272558,1363,1718.883407,824.2820677,4,42,,47,47,42,201,H1,Q1,147983,4,4
1010,63855,zzz,123,TP1,4/1/2019,4/30/2019,79.99,29,1,50.99,2239.4715,659.9107635,2595.227132,899,1432.402839,923.7350564,4,35,,31,31,35,201,H1,Q1,147984,4,4
1010,68048,zzz,123,TP1,8/1/2019,8/31/2019,79.99,36,2,43.99,14396.6025,4242.283479,16683.60299,14400,9208.303965,-2682.417494,1,225,,400,400,225,205,H1,Q2,148065,1,1
1010,68048,zzz,123,TP1,8/1/2019,8/31/2019,79.99,36,2,43.99,14396.6025,4242.283479,16683.60299,15300,9208.303965,-3582.417494,1,225,825,425,425,225,205,H1,Q2,148081,1,1
1010,68048,zzz,123,TP1,8/1/2019,8/31/2019,79.99,36,2,43.99,15996.225,4713.64831,18537.33666,8928,10231.44885,4091.536117,1,250,248,248,248,250,205,H1,Q2,148103,1,1
1010,69329,zzz,123,TP1,9/1/2019,9/30/2019,79.99,23,1,56.99,2495.4111,735.3291364,2891.824519,0,1140.075729,2487.077926,3,39,39,0,0,39,206,H1,Q2,149757,3,3
1010,69327,zzz,123,TP1,9/1/2019,9/30/2019,79.99,30,2,49.99,5758.641,1696.913392,6673.441197,0,2630.94399,5739.410598,3,90,90,0,0,90,206,H1,Q2,149758,3,3
1010,69329,zzz,123,TP1,9/1/2019,9/30/2019,79.99,23,1,56.99,1023.7584,301.6734919,1186.389546,253,654.8127264,580.2503115,4,16,,11,11,16,206,H1,Q2,149759,4,4
1010,69327,zzz,123,TP1,9/1/2019,9/30/2019,79.99,30,2,49.99,2303.4564,678.7653567,2669.376479,1830,1473.328634,44.81320091,4,36,,61,61,36,206,H1,Q2,149760,4,4
1010,69329,zzz,123,TP1,9/1/2019,9/30/2019,79.99,23,1,56.99,11773.2216,3469.245156,13643.47978,92,5378.818824,11641.90611,2,184,175,4,4,184,206,H1,Q2,149761,2,2
1010,69327,zzz,123,TP1,9/1/2019,9/30/2019,79.99,30,2,49.99,6142.5504,1810.040951,7118.337276,0,2806.340256,6122.037972,2,96,0,,0,96,206,H1,Q2,149762,2,2
1010,69328,zzz,123,TP1,9/1/2019,9/30/2019,79.99,27,1,52.99,10301.5689,3035.589512,11938.04481,0,6589.053059,8384.58126,1,161,,0,0,161,206,H1,Q2,149763,1,1
1010,69326,zzz,123,TP1,9/1/2019,9/30/2019,79.99,36,2,43.99,24058.3224,7089.327059,27880.15433,0,15388.09907,19581.38232,1,376,,0,0,376,206,H1,Q2,149764,1,1
1010,70060,zzz,123,TP1,7/1/2019,7/31/2019,79.99,29,1,50.99,7870.1427,2319.114969,9120.369635,3219,3595.623453,4624.861151,2,123,,111,111,123,204,H1,Q2,150782,2,2
1010,70061,zzz,123,TP1,8/1/2019,8/31/2019,79.99,29,1,50.99,0,0,0,0,0,0,2,,,,,,205,H1,Q2,150783,2,2
1010,70062,zzz,123,TP1,9/1/2019,9/30/2019,79.99,29,1,50.99,0,0,0,1044,0,-1044,2,,15,36,36,,206,H1,Q2,150784,2,2
1010,70067,zzz,123,TP1,7/1/2019,7/31/2019,79.99,22,1,57.99,0,0,0,396,0,-396,2,,31,18,18,,204,H1,Q2,150789,2,2
1010,70069,zzz,123,TP1,9/1/2019,9/30/2019,79.99,22,1,57.99,2943.3054,867.3112891,3410.869945,2662,1344.704706,271.476528,2,46,44,121,121,46,206,H1,Q2,150790,2,2
1010,70068,zzz,123,TP1,8/1/2019,8/31/2019,79.99,22,1,57.99,2047.5168,603.3469837,2372.779092,704,935.446752,1336.679324,2,32,,,32,32,205,H1,Q2,150791,2,2
1010,70067,zzz,123,TP1,7/1/2019,7/31/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,,,,,204,H1,Q2,150822,2,2
1010,70068,zzz,123,TP1,8/1/2019,8/31/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,,,,,205,H1,Q2,150846,2,2
1010,69328,zzz,123,TP1,9/1/2019,9/30/2019,79.99,27,1,52.99,0,0,0,4104,0,-4104,1,0,152,152,152,100,206,H1,Q2,150876,1,1
1010,69328,zzz,123,TP1,9/1/2019,9/30/2019,79.99,27,1,52.99,0,0,0,0,0,0,1,0,,,0,100,206,H1,Q2,150886,1,1
1010,71501,zzz,123,TP1,10/1/2019,10/31/2019,79.99,23,1,56.99,0,0,0,0,0,0,3,0,,,0,0,207,H2,Q3,151333,3,3
1010,71502,zzz,123,TP1,10/1/2019,10/31/2019,79.99,30,2,49.99,0,0,0,0,0,0,3,0,,0,0,0,207,H2,Q3,151334,3,3
1010,71501,zzz,123,TP1,10/1/2019,10/31/2019,79.99,23,1,56.99,1023.7584,301.6734919,1186.389546,368,654.8127264,465.2503115,4,16,,,16,16,207,H2,Q3,151335,4,4
1010,71502,zzz,123,TP1,10/1/2019,10/31/2019,79.99,30,2,49.99,2303.4564,678.7653567,2669.376479,0,1473.328634,1874.813201,4,36,,0,0,36,207,H2,Q3,151336,4,4
1010,71503,zzz,123,TP1,10/1/2019,10/31/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,0,,,0,0,207,H2,Q3,151337,2,2
1010,71504,zzz,123,TP1,10/1/2019,10/31/2019,79.99,29,2,50.99,447.8943,131.9821527,519.0454264,0,204.628977,446.3986021,2,7,,0,0,7,207,H2,Q3,151338,2,2
1010,71501,zzz,123,TP1,10/1/2019,10/31/2019,79.99,23,1,56.99,0,0,0,0,0,0,2,0,,,0,0,207,H2,Q3,151339,2,2
1010,71502,zzz,123,TP1,10/1/2019,10/31/2019,79.99,30,2,49.99,6142.5504,1810.040951,7118.337276,0,2806.340256,6122.037972,2,96,,0,0,96,207,H2,Q3,151340,2,2
1010,71505,zzz,123,TP1,10/1/2019,10/31/2019,79.99,27,1,52.99,14076.678,4148.010513,16312.85626,0,9003.674988,11457.19178,1,220,,0,0,220,207,H2,Q3,151341,1,1
1010,71506,zzz,123,TP1,10/1/2019,10/31/2019,79.99,36,2,43.99,32760.2688,9653.55174,37964.46547,0,20954.00724,26664.00997,1,512,,0,0,512,207,H2,Q3,151342,1,1
1010,69329,zzz,123,TP1,9/1/2019,9/30/2019,79.99,23,1,56.99,0,0,0,0,0,0,2,,0,,0,,206,H1,Q2,152291,2,2
1010,71501,zzz,123,TP1,10/1/2019,10/31/2019,79.99,23,1,56.99,8382.0219,2469.951715,9713.564408,529,3829.485141,7825.030982,2,131,23,,23,131,207,H2,Q3,152315,2,2
1010,65434,zzz,123,TP1,6/1/2019,6/30/2019,79.99,27,1,52.99,0,0,0,6939,0,-6939,1,0,257,257,257,0,203,H1,Q1,152357,1,1
1010,70060,zzz,123,TP1,7/1/2019,7/31/2019,79.99,29,1,50.99,0,0,0,0,0,0,2,,,,,,204,H1,Q2,152369,2,2
1010,70069,zzz,123,TP1,9/1/2019,9/30/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,0,,0,,206,H1,Q2,152560,2,2
1010,70069,zzz,123,TP1,9/1/2019,9/30/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,0,,0,,206,H1,Q2,152613,2,2
1010,68051,zzz,123,TP1,8/1/2019,8/31/2019,79.99,23,1,56.99,0,0,0,0,0,0,2,,,,,,205,H1,Q2,152693,2,2
1010,68051,zzz,123,TP1,8/1/2019,8/31/2019,79.99,23,1,56.99,0,0,0,0,0,0,2,,,,,,205,H1,Q2,152746,2,2
1010,70069,zzz,123,TP1,9/1/2019,9/30/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,0,,0,,206,H1,Q2,152799,2,2
1010,70069,zzz,123,TP1,9/1/2019,9/30/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,0,,0,,206,H1,Q2,152852,2,2
1010,71503,zzz,123,TP1,10/1/2019,10/31/2019,79.99,22,1,57.99,3647.1393,1074.711815,4226.512758,264,1666.264527,3370.960046,2,57,12,,12,57,207,H2,Q3,152903,2,2
1010,71503,zzz,123,TP1,10/1/2019,10/31/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,,,,,207,H2,Q3,152956,2,2
1010,68051,zzz,123,TP1,8/1/2019,8/31/2019,79.99,23,1,56.99,0,0,0,0,0,0,3,0,,,0,0,205,H1,Q2,153172,3,3
1010,68049,zzz,123,TP1,8/1/2019,8/31/2019,79.99,30,2,49.99,0,0,0,0,0,0,3,0,,,0,0,205,H1,Q2,153173,3,3
1010,68051,zzz,123,TP1,8/1/2019,8/31/2019,79.99,23,1,56.99,0,0,0,0,0,0,2,0,,,0,0,205,H1,Q2,153174,2,2
1010,68049,zzz,123,TP1,8/1/2019,8/31/2019,79.99,30,2,49.99,0,0,0,0,0,0,2,0,,,0,0,205,H1,Q2,153175,2,2
1010,69329,zzz,123,TP1,9/1/2019,9/30/2019,79.99,23,1,56.99,0,0,0,0,0,0,3,0,,,0,0,206,H1,Q2,153385,3,3
1010,69327,zzz,123,TP1,9/1/2019,9/30/2019,79.99,30,2,49.99,0,0,0,0,0,0,3,0,,,0,0,206,H1,Q2,153386,3,3
1010,69329,zzz,123,TP1,9/1/2019,9/30/2019,79.99,23,1,56.99,0,0,0,0,0,0,2,0,0,,0,0,206,H1,Q2,153387,2,2
1010,69327,zzz,123,TP1,9/1/2019,9/30/2019,79.99,30,2,49.99,0,0,0,0,0,0,2,0,0,,0,0,206,H1,Q2,153388,2,2
1010,71501,zzz,123,TP1,10/1/2019,10/31/2019,79.99,23,1,56.99,0,0,0,0,0,0,3,0,,,0,0,207,H2,Q3,153581,3,3
1010,71502,zzz,123,TP1,10/1/2019,10/31/2019,79.99,30,2,49.99,0,0,0,0,0,0,3,0,,,0,0,207,H2,Q3,153582,3,3
1010,71501,zzz,123,TP1,10/1/2019,10/31/2019,79.99,23,1,56.99,0,0,0,0,0,0,2,0,,,0,0,207,H2,Q3,153583,2,2
1010,71502,zzz,123,TP1,10/1/2019,10/31/2019,79.99,30,2,49.99,0,0,0,0,0,0,2,0,,,0,0,207,H2,Q3,153584,2,2
1010,78517,zzz,123,TP1,11/1/2019,11/30/2019,79.99,23,1,56.99,2175.4866,641.0561702,2521.077785,1035,993.912174,1133.221782,3,34,65,45,45,34,208,H2,Q3,153950,3,3
1010,78518,zzz,123,TP1,11/1/2019,11/30/2019,79.99,30,2,49.99,4990.8222,1470.658273,5783.649037,1560,2280.151458,3414.155852,3,78,151,52,52,78,208,H2,Q3,153951,3,3
1010,78517,zzz,123,TP1,11/1/2019,11/30/2019,79.99,23,1,56.99,0,0,0,0,0,0,4,0,,,0,0,208,H2,Q3,153952,4,4
1010,78518,zzz,123,TP1,11/1/2019,11/30/2019,79.99,30,2,49.99,0,0,0,0,0,0,4,0,,,0,0,208,H2,Q3,153953,4,4
1010,78519,zzz,123,TP1,11/1/2019,11/30/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,0,,,0,0,208,H2,Q3,153954,2,2
1010,78520,zzz,123,TP1,11/1/2019,11/30/2019,79.99,29,2,50.99,1023.7584,301.6734919,1186.389546,0,467.723376,1020.339662,2,16,,0,0,16,208,H2,Q3,153955,2,2
1010,78517,zzz,123,TP1,11/1/2019,11/30/2019,79.99,23,1,56.99,0,0,0,0,0,0,2,0,,,0,0,208,H2,Q3,153956,2,2
1010,78518,zzz,123,TP1,11/1/2019,11/30/2019,79.99,30,2,49.99,13756.7535,4053.737547,15942.10953,570,6285.032865,13140.81421,2,215,87,19,19,215,208,H2,Q3,153957,2,2
1010,78521,zzz,123,TP1,11/1/2019,11/30/2019,79.99,27,1,52.99,12860.9649,3789.773242,14904.01867,0,8226.084875,10467.70704,1,201,,0,0,201,208,H2,Q3,153958,1,1
1010,78522,zzz,123,TP1,11/1/2019,11/30/2019,79.99,36,2,43.99,29944.9332,8823.949637,34701.89422,0,19153.27225,24372.57161,1,468,,0,0,468,208,H2,Q3,153959,1,1
1010,68051,zzz,123,TP1,8/1/2019,8/31/2019,79.99,23,1,56.99,2495.4111,735.3291364,2891.824519,0,1140.075729,2487.077926,3,39,0,,0,39,205,H1,Q2,155032,3,3
1010,68049,zzz,123,TP1,8/1/2019,8/31/2019,79.99,30,2,49.99,5758.641,1696.913392,6673.441197,0,2630.94399,5739.410598,3,90,0,,0,90,205,H1,Q2,155033,3,3
1010,69329,zzz,123,TP1,9/1/2019,9/30/2019,79.99,23,1,56.99,2495.4111,735.3291364,2891.824519,1909,1140.075729,578.0779259,3,39,70,83,83,39,206,H1,Q2,155142,3,3
1010,69327,zzz,123,TP1,9/1/2019,9/30/2019,79.99,30,2,49.99,5758.641,1696.913392,6673.441197,4380,2630.94399,1359.410598,3,90,241,146,146,90,206,H1,Q2,155143,3,3
1010,71501,zzz,123,TP1,10/1/2019,10/31/2019,79.99,23,1,56.99,1663.6074,490.2194243,1927.883012,1380,760.050486,278.0519506,3,26,60,,60,26,207,H2,Q3,155251,3,3
1010,71502,zzz,123,TP1,10/1/2019,10/31/2019,79.99,30,2,49.99,3839.094,1131.275594,4448.960798,0,1753.96266,3826.273732,3,60,121,0,0,60,207,H2,Q3,155252,3,3
1010,71501,zzz,123,TP1,10/1/2019,10/31/2019,79.99,23,1,56.99,0,0,0,0,0,0,2,0,,,0,0,207,H2,Q3,155291,2,2
1010,71502,zzz,123,TP1,10/1/2019,10/31/2019,79.99,30,2,49.99,8382.0219,2469.951715,9713.564408,630,3829.485141,7724.030982,2,131,80,21,21,131,207,H2,Q3,155292,2,2
1010,78517,zzz,123,TP1,11/1/2019,11/30/2019,79.99,23,1,56.99,13756.7535,4053.737547,15942.10953,552,6285.032865,13158.81421,2,215,87,24,24,215,208,H2,Q3,155418,2,2
1010,71505,zzz,123,TP1,10/1/2019,10/31/2019,79.99,27,1,52.99,12796.98,3770.918648,14829.86933,5940,8185.15908,4475.628894,1,200,220,220,220,200,207,H2,Q3,155442,1,1
1010,71505,zzz,123,TP1,10/1/2019,10/31/2019,79.99,27,1,52.99,12796.98,3770.918648,14829.86933,0,8185.15908,10415.62889,1,200,,0,0,200,207,H2,Q3,155454,1,1
1010,69326,zzz,123,TP1,9/1/2019,9/30/2019,79.99,36,2,43.99,31992.45,9427.296621,37074.67331,8820,20462.8977,17219.07223,1,500,,245,245,500,206,H1,Q2,155495,1,1
1010,69326,zzz,123,TP1,9/1/2019,9/30/2019,79.99,36,2,43.99,15996.225,4713.64831,18537.33666,0,10231.44885,13019.53612,1,250,,0,0,250,206,H1,Q2,155496,1,1
1010,78519,zzz,123,TP1,11/1/2019,11/30/2019,79.99,22,1,57.99,5886.6108,1734.622578,6821.73989,814,2689.409412,5052.953056,2,92,37,,37,92,208,H2,Q3,155536,2,2
1010,78519,zzz,123,TP1,11/1/2019,11/30/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,,,,,208,H2,Q3,155588,2,2
1010,78519,zzz,123,TP1,11/1/2019,11/30/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,,,,,208,H2,Q3,155639,2,2
1010,70069,zzz,123,TP1,9/1/2019,9/30/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,0,,0,,206,H1,Q2,155692,2,2
1010,70069,zzz,123,TP1,9/1/2019,9/30/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,0,,0,,206,H1,Q2,155745,2,2
1010,69329,zzz,123,TP1,9/1/2019,9/30/2019,79.99,23,1,56.99,0,0,0,0,0,0,3,,,,,,206,H1,Q2,155899,3,3
1010,69327,zzz,123,TP1,9/1/2019,9/30/2019,79.99,30,2,49.99,0,0,0,0,0,0,3,,,,,,206,H1,Q2,155965,3,3
1010,78805,zzz,123,TP1,12/1/2019,12/31/2019,79.99,23,1,56.99,9917.6595,2922.461952,11493.14873,897,4531.070205,8987.540475,2,155,117,39,39,155,209,H2,Q3,156111,2,2
1010,78521,zzz,123,TP1,11/1/2019,11/30/2019,79.99,27,1,52.99,0,0,0,0,0,0,1,0,,,0,300,208,H2,Q3,156190,1,1
1010,78522,zzz,123,TP1,11/1/2019,11/30/2019,79.99,36,2,43.99,22394.715,6599.107635,25952.27132,6588,14324.02839,11639.35056,1,350,365,183,183,350,208,H2,Q3,156206,1,1
1010,78520,zzz,123,TP1,11/1/2019,11/30/2019,79.99,29,2,50.99,0,0,0,0,0,0,2,,,0,0,,208,H2,Q3,156227,2,2
1010,78805,zzz,123,TP1,12/1/2019,12/31/2019,79.99,23,1,56.99,3263.2299,961.5842553,3781.616678,0,1490.868261,3252.332672,3,51,0,,0,51,209,H2,Q3,156682,3,3
1010,78806,zzz,123,TP1,12/1/2019,12/31/2019,79.99,30,2,49.99,7614.2031,2243.696596,8823.772249,5730,3478.692609,1858.776236,3,119,184,191,191,119,209,H2,Q3,156683,3,3
1010,78805,zzz,123,TP1,12/1/2019,12/31/2019,79.99,23,1,56.99,0,0,0,0,0,0,4,0,,,0,0,209,H2,Q3,156684,4,4
1010,78806,zzz,123,TP1,12/1/2019,12/31/2019,79.99,30,2,49.99,6142.5504,1810.040951,7118.337276,2880,3928.876358,2119.501869,4,96,,96,96,0,209,H2,Q3,156685,4,4
1010,78807,zzz,123,TP1,12/1/2019,12/31/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,0,,,0,0,209,H2,Q3,156686,2,2
1010,78808,zzz,123,TP1,12/1/2019,12/31/2019,79.99,29,2,50.99,0,0,0,0,0,0,2,0,,,0,0,209,H2,Q3,156687,2,2
1010,78805,zzz,123,TP1,12/1/2019,12/31/2019,79.99,23,1,56.99,0,0,0,0,0,0,2,0,,,0,0,209,H2,Q3,156688,2,2
1010,78806,zzz,123,TP1,12/1/2019,12/31/2019,79.99,30,2,49.99,0,0,0,0,0,0,2,0,,,0,0,209,H2,Q3,156689,2,2
1010,78809,zzz,123,TP1,12/1/2019,12/31/2019,79.99,27,1,52.99,9917.6595,2922.461952,11493.14873,0,6343.498287,8072.112393,1,155,,0,0,155,209,H2,Q3,156690,1,1
1010,78810,zzz,123,TP1,12/1/2019,12/31/2019,79.99,36,2,43.99,23098.5489,6806.50816,26767.91413,0,14774.21214,18800.21015,1,361,,0,0,361,209,H2,Q3,156691,1,1
1010,78810,zzz,123,TP1,12/1/2019,12/31/2019,79.99,36,2,43.99,0,0,0,0,0,0,1,0,,,0,250,209,H2,Q3,157815,1,1
1010,78810,zzz,123,TP1,12/1/2019,12/31/2019,79.99,36,2,43.99,15996.225,4713.64831,18537.33666,23076,10231.44885,-10056.46388,1,250,,641,641,250,209,H2,Q3,157841,1,1
1010,80407,zzz,123,TP1,10/1/2019,10/31/2019,79.99,20,1,59.99,0,0,0,0,0,0,1,,,,,,207,H2,Q3,157886,1,1
1010,80407,zzz,123,TP1,10/1/2019,10/31/2019,79.99,20,1,59.99,0,0,0,1460,0,-1460,1,,73,73,73,,207,H2,Q3,157897,1,1
1010,70068,zzz,123,TP1,8/1/2019,8/31/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,,,,,205,H1,Q2,157906,2,2
1010,70068,zzz,123,TP1,8/1/2019,8/31/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,,,,,205,H1,Q2,157910,2,2
1010,70060,zzz,123,TP1,7/1/2019,7/31/2019,79.99,29,1,50.99,0,0,0,0,0,0,2,,,,,,204,H1,Q2,157962,2,2
1010,70067,zzz,123,TP1,7/1/2019,7/31/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,,,,,204,H1,Q2,158014,2,2
1010,65435,zzz,123,TP1,6/1/2019,6/30/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,,,,,203,H1,Q1,158034,2,2
1010,70067,zzz,123,TP1,7/1/2019,7/31/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,,,,,204,H1,Q2,158057,2,2
1010,71501,zzz,123,TP1,10/1/2019,10/31/2019,79.99,23,1,56.99,0,0,0,0,0,0,3,,,,,,207,H2,Q3,158776,3,3
1010,71501,zzz,123,TP1,10/1/2019,10/31/2019,79.99,23,1,56.99,0,0,0,0,0,0,3,,,,,,207,H2,Q3,158825,3,3
1010,78807,zzz,123,TP1,12/1/2019,12/31/2019,79.99,22,1,57.99,4286.9883,1263.257747,4968.006224,2244,1958.591637,2028.672334,2,67,51,102,102,67,209,H2,Q3,158977,2,2
1010,78807,zzz,123,TP1,12/1/2019,12/31/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,,,,,209,H2,Q3,159029,2,2
1010,78807,zzz,123,TP1,12/1/2019,12/31/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,,,,,209,H2,Q3,159080,2,2
1010,78807,zzz,123,TP1,12/1/2019,12/31/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,,,,,209,H2,Q3,159105,2,2
1010,78807,zzz,123,TP1,12/1/2019,12/31/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,,,,,209,H2,Q3,159157,2,2
1010,71503,zzz,123,TP1,10/1/2019,10/31/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,,,,,207,H2,Q3,159238,2,2
1010,71503,zzz,123,TP1,10/1/2019,10/31/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,,,,,207,H2,Q3,159291,2,2
1010,80678,zzz,123,TP1,1/1/2020,1/31/2020,79.99,30,2,49.99,5758.641,1696.913392,6673.441197,5010,2630.94399,729.4105983,3,90,169,167,167,90,210,H2,Q1,159688,3,3
1010,80679,zzz,123,TP1,1/1/2020,1/31/2020,79.99,23,1,56.99,2495.4111,735.3291364,2891.824519,0,1140.075729,2487.077926,3,39,73,0,0,39,210,H2,Q1,159689,3,3
1010,80678,zzz,123,TP1,1/1/2020,1/31/2020,79.99,30,2,49.99,0,0,0,0,0,0,4,0,,,0,0,210,H2,Q1,159690,4,4
1010,80679,zzz,123,TP1,1/1/2020,1/31/2020,79.99,23,1,56.99,0,0,0,759,0,-759,4,0,,33,33,0,210,H2,Q1,159691,4,4
1010,80678,zzz,123,TP1,1/1/2020,1/31/2020,79.99,30,2,49.99,9917.6595,2922.461952,11493.14873,0,4531.070205,9884.540475,2,155,69,0,0,155,210,H2,Q1,159692,2,2
1010,80680,zzz,123,TP1,1/1/2020,1/31/2020,79.99,29,2,50.99,767.8188,226.2551189,889.7921595,0,350.792532,765.2547464,2,12,10,0,0,12,210,H2,Q1,159693,2,2
1010,80679,zzz,123,TP1,1/1/2020,1/31/2020,79.99,23,1,56.99,2879.3205,848.4566959,3336.720598,0,1315.471995,2869.705299,2,45,10,0,0,45,210,H2,Q1,159694,2,2
1010,80681,zzz,123,TP1,1/1/2020,1/31/2020,79.99,22,1,57.99,767.8188,226.2551189,889.7921595,220,350.792532,545.2547464,2,12,10,,10,12,210,H2,Q1,159695,2,2
1010,80682,zzz,123,TP1,1/1/2020,1/31/2020,79.99,36,2,43.99,18299.6814,5392.413667,21206.71314,0,11704.77748,14894.34932,1,286,0,0,0,286,210,H2,Q1,159696,1,1
1010,80683,zzz,123,TP1,1/1/2020,1/31/2020,79.99,27,1,52.99,7870.1427,2319.114969,9120.369635,0,5033.872834,6405.61177,1,123,0,0,0,123,210,H2,Q1,159697,1,1
1010,78522,zzz,123,TP1,11/1/2019,11/30/2019,79.99,36,2,43.99,15996.225,4713.64831,18537.33666,6552,10231.44885,6467.536117,1,250,329,182,182,250,208,H2,Q3,160900,1,1
1010,78519,zzz,123,TP1,11/1/2019,11/30/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,,,,,208,H2,Q3,160958,2,2
1010,78519,zzz,123,TP1,11/1/2019,11/30/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,,,,,208,H2,Q3,161010,2,2
1010,78519,zzz,123,TP1,11/1/2019,11/30/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,,,,,208,H2,Q3,161061,2,2
1010,78519,zzz,123,TP1,11/1/2019,11/30/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,,,,,208,H2,Q3,162565,2,2
1010,78519,zzz,123,TP1,11/1/2019,11/30/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,,,,,208,H2,Q3,162620,2,2
1010,82207,zzz,123,TP1,2/1/2020,2/29/2020,79.99,29,2,50.99,0,0,0,0,0,0,2,0,,,0,0,211,H2,Q4,163011,2,2
1010,82208,zzz,123,TP1,2/1/2020,2/29/2020,79.99,22,1,57.99,0,0,0,0,0,0,2,0,,,0,0,211,H2,Q4,163013,2,2
1010,82209,zzz,123,TP1,2/1/2020,2/29/2020,79.99,36,2,43.99,24634.1865,7259.018398,28547.49845,0,15756.43123,20050.08562,1,385,0,0,0,385,211,H2,Q4,163014,1,1
1010,82210,zzz,123,TP1,2/1/2020,2/29/2020,79.99,27,1,52.99,10557.5085,3111.007885,12234.64219,0,6752.756241,8592.893838,1,165,0,0,0,165,211,H2,Q4,163015,1,1
1010,80682,zzz,123,TP1,1/1/2020,1/31/2020,79.99,36,2,43.99,22394.715,6599.107635,25952.27132,15228,14324.02839,2999.350564,1,350,423,,423,350,210,H2,Q1,164131,1,1
1010,80683,zzz,123,TP1,1/1/2020,1/31/2020,79.99,27,1,52.99,0,0,0,0,0,0,1,0,,,0,175,210,H2,Q1,164150,1,1
1010,70061,zzz,123,TP1,8/1/2019,8/31/2019,79.99,29,1,50.99,0,0,0,0,0,0,2,,,,,,205,H1,Q2,164304,2,2
1010,70061,zzz,123,TP1,8/1/2019,8/31/2019,79.99,29,1,50.99,0,0,0,0,0,0,2,,,,,,205,H1,Q2,164305,2,2
1010,82209,zzz,123,TP1,2/1/2020,2/29/2020,79.99,36,2,43.99,11197.3575,3299.553817,12976.13566,0,7162.014195,9113.675282,1,175,,0,0,175,211,H2,Q4,164331,1,1
1010,82209,zzz,123,TP1,2/1/2020,2/29/2020,79.99,36,2,43.99,11197.3575,3299.553817,12976.13566,10656,7162.014195,-1542.324718,1,175,296,296,296,175,211,H2,Q4,164350,1,1
1010,70062,zzz,123,TP1,9/1/2019,9/30/2019,79.99,29,1,50.99,0,0,0,0,0,0,2,,,,,,206,H1,Q2,164404,2,2
1010,70062,zzz,123,TP1,9/1/2019,9/30/2019,79.99,29,1,50.99,0,0,0,0,0,0,2,,,,,,206,H1,Q2,164405,2,2
1010,78807,zzz,123,TP1,12/1/2019,12/31/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,,,,,209,H2,Q3,164458,2,2
1010,78807,zzz,123,TP1,12/1/2019,12/31/2019,79.99,22,1,57.99,0,0,0,0,0,0,2,,,,,,209,H2,Q3,164512,2,2
1010,71502,zzz,123,TP1,10/1/2019,10/31/2019,79.99,30,2,49.99,0,0,0,0,0,0,2,,,,,,207,H2,Q3,164529,2,2
1010,71502,zzz,123,TP1,10/1/2019,10/31/2019,79.99,30,2,49.99,0,0,0,0,0,0,2,,,,,,207,H2,Q3,164530,2,2
1010,83441,zzz,123,TP1,11/1/2019,11/30/2019,79.99,7,1,72.99,319.9245,94.27296621,370.7467331,35,204.628977,225.3907223,4,5,,,5,5,208,H2,Q3,164581,4,4
