Account Factors::Profit Center,Promo ID,Pricing::Segment,Pricing::Engine,Promotion::SKU,Promotion::Start Date Promo,Promotion::End Date Promo,Pricing::Street,Promotion::Promo_Value,Promotion::Promo Type,Promotion::Promo_Net Price Point,Exp_Revenue Est,Exp_Billing Profit,Exp_Billing Profit Supply,Exp_Promo,Exp_Sales,Exp_Net Billing Profit,Account,Sell Through Estimate Adj,Sell Through Estimate POS,Sell Through Estimate Inv,Final Quantity,Sell Through Estimate,SOP_Period,SOP_Half,SOP_Quarter,Usage ID,Account Factors::SAP Account,Promotion::LevelType
1080,6894,zzz,123,TP1,12/1/2014,12/31/2014,459.99,7,2,452.99,0,0,0,0,0,0,3,0,,,0,0,209,H2,Q3,23745,3,3
1010,6894,zzz,123,TP1,12/1/2014,12/31/2014,459.99,7,2,452.99,9050.313808,1657.635816,9765.302308,434,4216.764991,6772.173133,2,160,371,62,62,160,209,H2,Q3,23747,2,2
1010,6894,zzz,123,TP1,12/1/2014,12/31/2014,459.99,7,2,452.99,0,0,0,0,0,0,1,0,,,0,0,209,H2,Q3,23749,1,1
1080,6895,zzz,123,TP1,1/1/2015,1/31/2015,459.99,30,1,429.99,0,0,0,0,0,0,3,0,,,0,0,210,H2,Q1,23750,3,3
1010,6895,zzz,123,TP1,1/1/2015,1/31/2015,459.99,30,1,429.99,9050.313808,1657.635816,9765.302308,12690,4216.764991,-5483.826867,2,160,86,423,423,160,210,H2,Q1,23751,2,2
1010,6895,zzz,123,TP1,1/1/2015,1/31/2015,459.99,30,1,429.99,0,0,0,0,0,0,1,0,,,0,0,210,H2,Q1,23752,1,1
1080,6896,zzz,123,TP1,1/1/2015,1/31/2015,459.99,5,2,424.99,0,0,0,0,0,0,3,0,,,0,0,210,H2,Q1,23753,3,3
1080,6897,zzz,123,TP1,2/1/2015,2/28/2015,459.99,30,2,424.99,0,0,0,0,0,0,3,0,,,0,0,211,H2,Q4,23754,3,3
1010,6896,zzz,123,TP1,1/1/2015,1/31/2015,459.99,5,2,424.99,0,0,0,100,0,-100,2,80,20,,20,80,210,H2,Q1,23755,2,2
1010,6897,zzz,123,TP1,2/1/2015,2/28/2015,459.99,30,2,424.99,9050.313808,1657.635816,9765.302308,7740,4216.764991,-533.8268672,2,160,170,258,258,160,211,H2,Q4,23756,2,2
1010,6896,zzz,123,TP1,1/1/2015,1/31/2015,459.99,5,2,424.99,0,0,0,0,0,0,1,0,,,0,0,210,H2,Q1,23757,1,1
1010,6897,zzz,123,TP1,2/1/2015,2/28/2015,459.99,30,2,424.99,0,0,0,0,0,0,1,0,,,0,0,211,H2,Q4,23758,1,1
1080,6898,zzz,123,TP1,3/1/2015,3/31/2015,459.99,30,2,424.99,0,0,0,0,0,0,3,0,,,0,0,212,H2,Q4,23759,3,3
1010,6898,zzz,123,TP1,3/1/2015,3/31/2015,459.99,30,2,424.99,6844.299817,1253.587086,7385.009871,4110,3188.928525,1339.668432,2,121,,137,137,121,212,H2,Q4,23760,2,2
1010,6898,zzz,123,TP1,3/1/2015,3/31/2015,459.99,30,2,424.99,0,0,0,0,0,0,1,0,,,0,0,212,H2,Q4,23761,1,1
1080,7376,zzz,123,TP1,11/1/2014,11/30/2014,459.99,30,2,429.99,0,0,0,0,0,0,3,0,,,0,0,208,H2,Q3,26825,3,3
1010,7376,zzz,123,TP1,11/1/2014,11/30/2014,459.99,30,2,429.99,9050.313808,1657.635816,9765.302308,30,4216.764991,7176.173133,2,160,1,,1,160,208,H2,Q3,26826,2,2
1010,7376,zzz,123,TP1,11/1/2014,11/30/2014,459.99,30,2,429.99,0,0,0,0,0,0,1,0,,,0,0,208,H2,Q3,26827,1,1
1010,6894,zzz,123,TP1,12/1/2014,12/31/2014,459.99,7,2,452.99,0,0,0,0,0,0,1,0,,,0,35,209,H2,Q3,27363,1,1
1010,6895,zzz,123,TP1,1/1/2015,1/31/2015,459.99,30,1,429.99,31110.45371,5698.123117,33568.22668,13980,20293.18152,4993.168281,1,550,,466,466,550,210,H2,Q1,28051,1,1
1010,6896,zzz,123,TP1,1/1/2015,1/31/2015,459.99,5,2,424.99,0,0,0,2330,0,-2330,1,550,,466,466,550,210,H2,Q1,28052,1,1
1010,6895,zzz,123,TP1,1/1/2015,1/31/2015,459.99,30,1,429.99,22625.78452,4144.08954,24413.25577,9930,14758.67747,3868.667841,1,400,,331,331,400,210,H2,Q1,28063,1,1
1010,6894,zzz,123,TP1,12/1/2014,12/31/2014,459.99,7,2,452.99,19797.56145,3626.078347,21361.5988,2464,12913.84279,9609.834361,1,350,,352,352,350,209,H2,Q3,28511,1,1
1010,6897,zzz,123,TP1,2/1/2015,2/28/2015,459.99,30,2,424.99,25454.00758,4662.100732,27464.91274,7770,16603.51215,7753.501321,1,450,,259,259,550,211,H2,Q4,28647,1,1
1010,6898,zzz,123,TP1,3/1/2015,3/31/2015,459.99,30,2,424.99,22625.78452,4144.08954,24413.25577,14640,14758.67747,-841.3321591,1,400,,488,488,400,212,H2,Q4,29653,1,1
1010,6897,zzz,123,TP1,2/1/2015,2/28/2015,459.99,30,2,424.99,0,0,0,0,0,0,2,,,,,,211,H2,Q4,30092,2,2
1010,6897,zzz,123,TP1,2/1/2015,2/28/2015,459.99,30,2,424.99,0,0,0,0,0,0,2,,,,,,211,H2,Q4,30137,2,2
1010,6898,zzz,123,TP1,3/1/2015,3/31/2015,459.99,30,2,424.99,0,0,0,0,0,0,2,,,,,,212,H2,Q4,30181,2,2
1010,6898,zzz,123,TP1,3/1/2015,3/31/2015,459.99,30,2,424.99,0,0,0,0,0,0,2,,,,,,212,H2,Q4,30216,2,2
1010,7532,zzz,123,TP1,2/1/2015,2/28/2015,459.99,5,2,424.99,0,0,0,0,0,0,1,0,,,0,550,211,H2,Q4,30710,1,1
1010,6894,zzz,123,TP1,12/1/2014,12/31/2014,459.99,7,2,452.99,0,0,0,0,0,0,2,,,,,,209,H2,Q3,30757,2,2
1010,7376,zzz,123,TP1,11/1/2014,11/30/2014,459.99,30,2,429.99,5656.44613,1036.022385,6103.313943,2760,3689.669367,689.6669602,1,100,,92,92,100,208,H2,Q3,30793,1,1
1010,7376,zzz,123,TP1,11/1/2014,11/30/2014,459.99,30,2,429.99,5656.44613,1036.022385,6103.313943,4170,3689.669367,-720.3330398,1,100,,139,139,100,208,H2,Q3,30794,1,1
1010,6895,zzz,123,TP1,1/1/2015,1/31/2015,459.99,30,1,429.99,0,0,0,0,0,0,2,,,,,,210,H2,Q1,30890,2,2
1010,6897,zzz,123,TP1,2/1/2015,2/28/2015,459.99,30,2,424.99,0,0,0,0,0,0,2,,,,,,211,H2,Q4,31376,2,2
1010,6897,zzz,123,TP1,2/1/2015,2/28/2015,459.99,30,2,424.99,0,0,0,0,0,0,2,,,,,,211,H2,Q4,31385,2,2
1010,7613,zzz,123,TP1,3/1/2015,3/31/2015,459.99,5,2,424.99,0,0,0,2440,0,-2440,1,400,,488,488,400,212,H2,Q4,31446,1,1
1010,7532,zzz,123,TP1,2/1/2015,2/28/2015,459.99,5,2,424.99,0,0,0,250,0,-250,1,50,,,50,50,211,H2,Q4,31447,1,1
1010,6897,zzz,123,TP1,2/1/2015,2/28/2015,459.99,30,2,424.99,2828.223065,518.0111924,3051.656971,2520,1844.834684,-795.1665199,1,50,,84,84,50,211,H2,Q4,31448,1,1
1010,6898,zzz,123,TP1,3/1/2015,3/31/2015,459.99,30,2,424.99,0,0,0,0,0,0,2,,,,,,212,H2,Q4,31491,2,2
1010,6898,zzz,123,TP1,3/1/2015,3/31/2015,459.99,30,2,424.99,0,0,0,0,0,0,2,,,,,,212,H2,Q4,31519,2,2
1080,8122,zzz,123,TP1,4/1/2015,4/30/2015,459.99,30,2,424.99,282.8223065,51.80111924,305.1656971,150,79.06434358,127.9024728,3,5,,,5,5,201,H1,Q1,32226,3,3
1010,8122,zzz,123,TP1,4/1/2015,4/30/2015,459.99,30,2,424.99,4525.156904,828.8179079,4882.651154,3090,2108.382496,513.0865664,2,80,15,103,103,80,201,H1,Q1,32227,2,2
1010,8122,zzz,123,TP1,4/1/2015,4/30/2015,459.99,30,2,424.99,0,0,0,0,0,0,1,0,,,0,0,201,H1,Q1,32228,1,1
1080,8123,zzz,123,TP1,4/1/2015,4/30/2015,459.99,5,2,424.99,0,0,0,25,0,-25,3,5,,,5,5,201,H1,Q1,32229,3,3
1010,8123,zzz,123,TP1,4/1/2015,4/30/2015,459.99,5,2,424.99,0,0,0,125,0,-125,2,25,,,25,25,201,H1,Q1,32230,2,2
1010,8123,zzz,123,TP1,4/1/2015,4/30/2015,459.99,5,2,424.99,0,0,0,0,0,0,1,0,,,0,0,201,H1,Q1,32231,1,1
1080,8124,zzz,123,TP1,5/1/2015,5/31/2015,79.99,30,2,39.99,282.8223065,51.80111924,305.1656971,150,79.06434358,127.9024728,3,5,,,5,5,202,H1,Q1,32232,3,3
1010,8124,zzz,123,TP1,5/1/2015,5/31/2015,79.99,30,2,39.99,2375.707375,435.1294017,2563.391856,1710,1106.90081,181.6204474,2,42,49,57,57,42,202,H1,Q1,32233,2,2
1010,8124,zzz,123,TP1,5/1/2015,5/31/2015,79.99,30,2,39.99,0,0,0,0,0,0,1,0,,,0,0,202,H1,Q1,32234,1,1
1080,8125,zzz,123,TP1,5/1/2015,5/31/2015,79.99,10,2,39.99,0,0,0,50,0,-50,3,5,,,5,5,202,H1,Q1,32235,3,3
1010,8125,zzz,123,TP1,5/1/2015,5/31/2015,79.99,10,2,39.99,0,0,0,140,0,-140,2,14,,,14,14,202,H1,Q1,32236,2,2
1010,8125,zzz,123,TP1,5/1/2015,5/31/2015,79.99,10,2,39.99,0,0,0,0,0,0,1,0,,,0,0,202,H1,Q1,32237,1,1
1080,8126,zzz,123,TP1,6/1/2015,6/30/2015,89.99,30,2,49.99,282.8223065,51.80111924,305.1656971,150,79.06434358,127.9024728,3,5,,,5,5,203,H1,Q1,32238,3,3
1010,8126,zzz,123,TP1,6/1/2015,6/30/2015,89.99,30,2,49.99,2828.223065,518.0111924,3051.656971,3030,1317.73906,-778.070896,2,50,103,101,101,50,203,H1,Q1,32239,2,2
1010,8126,zzz,123,TP1,6/1/2015,6/30/2015,89.99,30,2,49.99,0,0,0,0,0,0,1,0,,,0,0,203,H1,Q1,32240,1,1
1080,8127,zzz,123,TP1,6/1/2015,6/30/2015,89.99,10,2,49.99,0,0,0,0,0,0,3,5,,0,0,5,203,H1,Q1,32241,3,3
1010,8127,zzz,123,TP1,6/1/2015,6/30/2015,89.99,10,2,49.99,0,0,0,0,0,0,2,16,103,0,0,16,203,H1,Q1,32242,2,2
1010,8127,zzz,123,TP1,6/1/2015,6/30/2015,89.99,10,2,49.99,0,0,0,0,0,0,1,0,,,0,0,203,H1,Q1,32243,1,1
1010,8122,zzz,123,TP1,4/1/2015,4/30/2015,459.99,30,2,424.99,0,0,0,0,0,0,2,,,,,,201,H1,Q1,32655,2,2
1010,8122,zzz,123,TP1,4/1/2015,4/30/2015,459.99,30,2,424.99,0,0,0,0,0,0,2,,,,,,201,H1,Q1,32698,2,2
1010,8124,zzz,123,TP1,5/1/2015,5/31/2015,79.99,30,2,39.99,0,0,0,0,0,0,2,,,,,,202,H1,Q1,32740,2,2
1010,8124,zzz,123,TP1,5/1/2015,5/31/2015,79.99,30,2,39.99,0,0,0,0,0,0,2,,,,,,202,H1,Q1,32783,2,2
1010,8126,zzz,123,TP1,6/1/2015,6/30/2015,89.99,30,2,49.99,0,0,0,0,0,0,2,,,,,,203,H1,Q1,32825,2,2
1010,8126,zzz,123,TP1,6/1/2015,6/30/2015,89.99,30,2,49.99,0,0,0,0,0,0,2,,,,,,203,H1,Q1,32868,2,2
1010,8122,zzz,123,TP1,4/1/2015,4/30/2015,459.99,30,2,424.99,5656.44613,1036.022385,6103.313943,1110,3689.669367,2339.66696,1,100,,37,37,100,201,H1,Q1,33035,1,1
1010,8124,zzz,123,TP1,5/1/2015,5/31/2015,79.99,30,2,39.99,28282.23065,5180.111924,30516.56971,7470,18448.34684,9778.334801,1,500,,249,249,500,202,H1,Q1,33069,1,1
1010,8126,zzz,123,TP1,6/1/2015,6/30/2015,89.99,30,2,49.99,25454.00758,4662.100732,27464.91274,3690,16603.51215,11833.50132,1,450,,123,123,450,203,H1,Q1,33083,1,1
1010,6895,zzz,123,TP1,1/1/2015,1/31/2015,459.99,30,1,429.99,0,0,0,0,0,0,2,,,,,,210,H2,Q1,33154,2,2
1080,9189,zzz,123,TP1,7/1/2015,7/31/2015,89.99,30,2,49.99,282.8223065,51.80111924,305.1656971,150,79.06434358,127.9024728,3,5,,,5,5,204,H1,Q2,35114,3,3
1080,9188,zzz,123,TP1,7/1/2015,7/31/2015,89.99,10,2,49.99,0,0,0,50,0,-50,3,5,,,5,5,204,H1,Q2,35115,3,3
1010,9189,zzz,123,TP1,7/1/2015,7/31/2015,89.99,30,2,49.99,2375.707375,435.1294017,2563.391856,1590,1106.90081,301.6204474,2,42,53,,53,42,204,H1,Q2,35116,2,2
1010,9188,zzz,123,TP1,7/1/2015,7/31/2015,89.99,10,2,49.99,0,0,0,160,0,-160,2,16,,,16,16,204,H1,Q2,35117,2,2
1010,9189,zzz,123,TP1,7/1/2015,7/31/2015,89.99,30,2,49.99,0,0,0,0,0,0,1,,,,,,204,H1,Q2,35118,1,1
1010,9188,zzz,123,TP1,7/1/2015,7/31/2015,89.99,10,2,49.99,0,0,0,0,0,0,1,,,,,,204,H1,Q2,35119,1,1
1080,9191,zzz,123,TP1,8/1/2015,8/31/2015,89.99,30,2,49.99,282.8223065,51.80111924,305.1656971,150,79.06434358,127.9024728,3,5,,,5,5,205,H1,Q2,35120,3,3
1080,9190,zzz,123,TP1,8/1/2015,8/31/2015,89.99,10,2,49.99,0,0,0,50,0,-50,3,5,,,5,5,205,H1,Q2,35121,3,3
1010,9191,zzz,123,TP1,8/1/2015,8/31/2015,89.99,30,2,49.99,4525.156904,828.8179079,4882.651154,3060,2108.382496,543.0865664,2,80,,102,102,80,205,H1,Q2,35122,2,2
1010,9190,zzz,123,TP1,8/1/2015,8/31/2015,89.99,10,2,49.99,0,0,0,0,0,0,2,0,,,0,26,205,H1,Q2,35123,2,2
1010,9191,zzz,123,TP1,8/1/2015,8/31/2015,89.99,30,2,49.99,0,0,0,0,0,0,1,,,,,,205,H1,Q2,35124,1,1
1010,9190,zzz,123,TP1,8/1/2015,8/31/2015,89.99,10,2,49.99,0,0,0,0,0,0,1,,,,,,205,H1,Q2,35125,1,1
1080,9193,zzz,123,TP1,9/1/2015,9/30/2015,89.99,30,2,49.99,282.8223065,51.80111924,305.1656971,150,79.06434358,127.9024728,3,5,,,5,5,206,H1,Q2,35126,3,3
1080,9192,zzz,123,TP1,9/1/2015,9/30/2015,89.99,10,2,49.99,0,0,0,50,0,-50,3,5,,,5,5,206,H1,Q2,35127,3,3
1010,9193,zzz,123,TP1,9/1/2015,9/30/2015,89.99,30,2,49.99,7919.024582,1450.431339,8544.63952,3240,3689.669367,3065.401491,2,140,,108,108,140,206,H1,Q2,35128,2,2
1010,9192,zzz,123,TP1,9/1/2015,9/30/2015,89.99,10,2,49.99,0,0,0,0,0,0,2,0,,,0,26,206,H1,Q2,35129,2,2
1010,9193,zzz,123,TP1,9/1/2015,9/30/2015,89.99,30,2,49.99,0,0,0,0,0,0,1,,,,,,206,H1,Q2,35130,1,1
1010,9192,zzz,123,TP1,9/1/2015,9/30/2015,89.99,10,2,49.99,0,0,0,0,0,0,1,,,,,,206,H1,Q2,35131,1,1
1080,9195,zzz,123,TP1,10/1/2015,10/31/2015,89.99,30,2,49.99,0,0,0,0,0,0,3,,,,,,207,H2,Q3,35132,3,3
1080,9194,zzz,123,TP1,10/1/2015,10/31/2015,89.99,10,2,49.99,0,0,0,0,0,0,3,,,,,,207,H2,Q3,35133,3,3
1010,9195,zzz,123,TP1,10/1/2015,10/31/2015,89.99,30,2,49.99,7466.508891,1367.549548,8056.374404,5670,3478.831118,275.0928346,2,132,,189,189,120,207,H2,Q3,35134,2,2
1010,9194,zzz,123,TP1,10/1/2015,10/31/2015,89.99,10,2,49.99,0,0,0,0,0,0,2,,,,,,207,H2,Q3,35135,2,2
1010,9195,zzz,123,TP1,10/1/2015,10/31/2015,89.99,30,2,49.99,34843.70816,6381.897891,37596.41389,0,22728.3633,21249.94847,1,616,,0,0,825,207,H2,Q3,35136,1,1
1010,9194,zzz,123,TP1,10/1/2015,10/31/2015,89.99,10,2,49.99,0,0,0,0,0,0,1,370,,0,0,825,207,H2,Q3,35137,1,1
1080,9197,zzz,123,TP1,11/1/2015,11/30/2015,89.99,30,2,49.99,0,0,0,0,0,0,3,,,,,,208,H2,Q3,35138,3,3
1080,9196,zzz,123,TP1,11/1/2015,11/30/2015,89.99,10,2,49.99,0,0,0,0,0,0,3,,,,,,208,H2,Q3,35139,3,3
1010,9197,zzz,123,TP1,11/1/2015,11/30/2015,89.99,30,2,49.99,12500.74595,2289.609471,13488.32381,5310,5824.406644,4643.52664,2,221,,177,177,140,208,H2,Q3,35140,2,2
1010,9196,zzz,123,TP1,11/1/2015,11/30/2015,89.99,10,2,49.99,0,0,0,530,0,-530,2,,,53,53,,208,H2,Q3,35141,2,2
1010,9197,zzz,123,TP1,11/1/2015,11/30/2015,89.99,30,2,49.99,0,0,0,0,0,0,1,0,,,0,840,208,H2,Q3,35142,1,1
1010,9196,zzz,123,TP1,11/1/2015,11/30/2015,89.99,10,2,49.99,0,0,0,0,0,0,1,,,,,,208,H2,Q3,35143,1,1
1080,9199,zzz,123,TP1,12/1/2015,12/31/2015,89.99,30,2,49.99,1414.111532,259.0055962,1525.828486,750,395.3217179,639.5123639,3,25,,,25,25,209,H2,Q3,35144,3,3
1080,9198,zzz,123,TP1,12/1/2015,12/31/2015,89.99,10,2,49.99,0,0,0,250,0,-250,3,25,,,25,25,209,H2,Q3,35145,3,3
1010,9199,zzz,123,TP1,12/1/2015,12/31/2015,89.99,30,2,49.99,7466.508891,1367.549548,8056.374404,11340,3478.831118,-5394.907165,2,132,,378,378,125,209,H2,Q3,35146,2,2
1010,9198,zzz,123,TP1,12/1/2015,12/31/2015,89.99,10,2,49.99,0,0,0,670,0,-670,2,,,67,67,,209,H2,Q3,35147,2,2
1010,9199,zzz,123,TP1,12/1/2015,12/31/2015,89.99,30,2,49.99,26924.68358,4931.466552,29051.77437,0,17562.82619,16420.41473,1,476,,0,0,625,209,H2,Q3,35148,1,1
1010,9198,zzz,123,TP1,12/1/2015,12/31/2015,89.99,10,2,49.99,0,0,0,5090,0,-5090,1,286,509,509,509,286,209,H2,Q3,35149,1,1
1080,9201,zzz,123,TP1,1/1/2016,1/31/2016,89.99,30,1,59.99,791.9024582,145.0431339,854.463952,420,221.380162,358.1269238,3,14,,,14,730,210,H2,Q1,35150,3,3
1080,9200,zzz,123,TP1,1/1/2016,1/31/2016,89.99,35,1,54.99,0,0,0,0,0,0,3,0,,,0,560,210,H2,Q1,35151,3,3
1010,9201,zzz,123,TP1,1/1/2016,1/31/2016,89.99,30,1,59.99,9729.087343,1781.958502,10497.69998,4020,4533.022365,3726.636118,2,172,,134,134,151,210,H2,Q1,35152,2,2
1010,9200,zzz,123,TP1,1/1/2016,1/31/2016,89.99,35,1,54.99,36484.07754,6682.344383,39366.37493,18200,16998.83387,10849.88544,2,645,520,,520,172,210,H2,Q1,35153,2,2
1010,9201,zzz,123,TP1,1/1/2016,1/31/2016,89.99,30,1,59.99,9502.829498,1740.517607,10253.56742,0,6198.644537,5795.440493,1,168,,0,0,420,210,H2,Q1,35154,1,1
1010,9200,zzz,123,TP1,1/1/2016,1/31/2016,89.99,35,1,54.99,5147.365978,942.7803703,5554.015688,7000,3357.599124,-3860.803066,1,91,200,200,200,252,210,H2,Q1,35155,1,1
1080,9203,zzz,123,TP1,2/1/2016,2/29/2016,89.99,30,1,59.99,791.9024582,145.0431339,854.463952,690,221.380162,88.12692381,3,14,,23,23,700,211,H2,Q4,35156,3,3
1080,9202,zzz,123,TP1,2/1/2016,2/29/2016,89.99,40,1,49.99,0,0,0,0,0,0,3,0,,,0,545,211,H2,Q4,35157,3,3
1010,9203,zzz,123,TP1,2/1/2016,2/29/2016,89.99,30,1,59.99,9050.313808,1657.635816,9765.302308,35940,4216.764991,-28733.82687,2,160,,1198,1198,140,211,H2,Q4,35158,2,2
1010,9202,zzz,123,TP1,2/1/2016,2/29/2016,89.99,40,1,49.99,9050.313808,1657.635816,9765.302308,0,4216.764991,7206.173133,2,160,,0,0,160,211,H2,Q4,35159,2,2
1010,9203,zzz,123,TP1,2/1/2016,2/29/2016,89.99,30,1,59.99,12331.05256,2258.528799,13305.22439,0,8043.479221,7520.273973,1,218,,0,0,476,211,H2,Q4,35160,1,1
1010,9202,zzz,123,TP1,2/1/2016,2/29/2016,89.99,40,1,49.99,6674.606433,1222.506414,7201.910452,0,4353.809853,4070.607013,1,118,,0,0,286,211,H2,Q4,35161,1,1
1080,9205,zzz,123,TP1,3/1/2016,3/31/2016,89.99,30,1,59.99,678.7735356,124.3226862,732.3976731,0,189.7544246,666.9659347,3,12,,0,0,12,212,H2,Q4,35162,3,3
1080,9204,zzz,123,TP1,3/1/2016,3/31/2016,89.99,40,1,49.99,678.7735356,124.3226862,732.3976731,1800,189.7544246,-1133.034065,3,12,,45,45,12,212,H2,Q4,35163,3,3
1010,9205,zzz,123,TP1,3/1/2016,3/31/2016,89.99,30,1,59.99,8710.92704,1595.474473,9399.103472,0,4058.636304,6935.94164,2,154,,0,0,140,212,H2,Q4,35164,2,2
1010,9204,zzz,123,TP1,3/1/2016,3/31/2016,89.99,40,1,49.99,5656.44613,1036.022385,6103.313943,11160,2635.478119,-6656.141792,2,100,,279,279,154,212,H2,Q4,35165,2,2
1010,9205,zzz,123,TP1,3/1/2016,3/31/2016,89.99,30,1,59.99,20646.02837,3781.481705,22277.09589,0,13467.29319,12591.2844,1,365,,0,0,595,212,H2,Q4,35166,1,1
1010,9204,zzz,123,TP1,3/1/2016,3/31/2016,89.99,40,1,49.99,11086.63441,2030.603874,11962.49533,0,7231.75196,6761.347242,1,196,,0,0,357,212,H2,Q4,35167,1,1
1010,8126,zzz,123,TP1,6/1/2015,6/30/2015,89.99,30,2,49.99,5656.44613,1036.022385,6103.313943,3690,3689.669367,-240.3330398,1,100,,123,123,100,203,H1,Q1,36080,1,1
1010,8122,zzz,123,TP1,4/1/2015,4/30/2015,459.99,30,2,424.99,0,0,0,0,0,0,2,,,,,,201,H1,Q1,36364,2,2
1010,8124,zzz,123,TP1,5/1/2015,5/31/2015,79.99,30,2,39.99,0,0,0,0,0,0,2,,,,,,202,H1,Q1,36424,2,2
1080,8124,zzz,123,TP1,5/1/2015,5/31/2015,79.99,30,2,39.99,0,0,0,0,0,0,2,,,,,,202,H1,Q1,36535,2,2
1080,8124,zzz,123,TP1,5/1/2015,5/31/2015,79.99,30,2,39.99,0,0,0,0,0,0,2,,,,,,202,H1,Q1,36536,2,2
1010,9189,zzz,123,TP1,7/1/2015,7/31/2015,89.99,30,2,49.99,0,0,0,0,0,0,2,,,,,,204,H1,Q2,36633,2,2
1010,9189,zzz,123,TP1,7/1/2015,7/31/2015,89.99,30,2,49.99,0,0,0,0,0,0,2,,,,,,204,H1,Q2,36680,2,2
1010,9191,zzz,123,TP1,8/1/2015,8/31/2015,89.99,30,2,49.99,0,0,0,0,0,0,2,,,,,,205,H1,Q2,36727,2,2
1010,9191,zzz,123,TP1,8/1/2015,8/31/2015,89.99,30,2,49.99,0,0,0,0,0,0,2,,,,,,205,H1,Q2,36774,2,2
1010,9193,zzz,123,TP1,9/1/2015,9/30/2015,89.99,30,2,49.99,0,0,0,0,0,0,2,,,,,,206,H1,Q2,36821,2,2
1010,9193,zzz,123,TP1,9/1/2015,9/30/2015,89.99,30,2,49.99,0,0,0,0,0,0,2,,,,,,206,H1,Q2,36868,2,2
1010,8126,zzz,123,TP1,6/1/2015,6/30/2015,89.99,30,2,49.99,0,0,0,0,0,0,2,,,,,,203,H1,Q1,36961,2,2
"1050
",8126,zzz,123,TP1,6/1/2015,6/30/2015,89.99,30,2,49.99,0,0,0,0,0,0,2,,,,,,203,H1,Q1,36962,2,2
1010,9189,zzz,123,TP1,7/1/2015,7/31/2015,89.99,30,2,49.99,15838.04916,2900.862678,17089.27904,7230,10331.07423,2429.067489,1,280,,241,241,280,204,H1,Q2,37391,1,1
1010,9191,zzz,123,TP1,8/1/2015,8/31/2015,89.99,30,2,49.99,11312.89226,2072.04477,12206.62789,10320,7379.338735,-3420.66608,1,200,,344,344,200,205,H1,Q2,37405,1,1
1010,9191,zzz,123,TP1,8/1/2015,8/31/2015,89.99,30,2,49.99,7070.557662,1295.027981,7629.142428,10260,4612.086709,-5947.9163,1,125,,342,342,125,205,H1,Q2,37420,1,1
1010,9190,zzz,123,TP1,8/1/2015,8/31/2015,89.99,10,2,49.99,0,0,0,3420,0,-3420,1,125,,342,342,125,205,H1,Q2,37421,1,1
1010,9193,zzz,123,TP1,9/1/2015,9/30/2015,89.99,30,2,49.99,12727.00379,2331.050366,13732.45637,3720,8301.756076,4041.750661,1,225,124,124,124,225,206,H1,Q2,37429,1,1
1010,9193,zzz,123,TP1,9/1/2015,9/30/2015,89.99,30,2,49.99,12727.00379,2331.050366,13732.45637,3720,8301.756076,4041.750661,1,225,124,124,124,225,206,H1,Q2,37441,1,1
1010,9189,zzz,123,TP1,7/1/2015,7/31/2015,89.99,30,2,49.99,0,0,0,0,0,0,2,,,,,,204,H1,Q2,37463,2,2
"1050
",9189,zzz,123,TP1,7/1/2015,7/31/2015,89.99,30,2,49.99,0,0,0,0,0,0,2,,,,,,204,H1,Q2,37488,2,2
1010,9191,zzz,123,TP1,8/1/2015,8/31/2015,89.99,30,2,49.99,0,0,0,0,0,0,2,,,,,,205,H1,Q2,37585,2,2
1010,9189,zzz,123,TP1,7/1/2015,7/31/2015,89.99,30,2,49.99,0,0,0,0,0,0,2,,,,,,204,H1,Q2,37614,2,2
1010,8122,zzz,123,TP1,4/1/2015,4/30/2015,459.99,30,2,424.99,0,0,0,0,0,0,2,,,,,,201,H1,Q1,37779,2,2
1010,8124,zzz,123,TP1,5/1/2015,5/31/2015,79.99,30,2,39.99,0,0,0,0,0,0,2,,,,,,202,H1,Q1,37785,2,2
1080,9191,zzz,123,TP1,8/1/2015,8/31/2015,89.99,30,2,49.99,0,0,0,0,0,0,3,,,,,,205,H1,Q2,38164,3,3
1080,9195,zzz,123,TP1,10/1/2015,10/31/2015,89.99,30,2,49.99,0,0,0,0,0,0,3,,,,,,207,H2,Q3,38215,3,3
1080,9195,zzz,123,TP1,10/1/2015,10/31/2015,89.99,30,2,49.99,0,0,0,1740,0,-1740,3,,,58,58,,207,H2,Q3,38256,3,3
1080,9197,zzz,123,TP1,11/1/2015,11/30/2015,89.99,30,2,49.99,0,0,0,0,0,0,3,,,,,,208,H2,Q3,38298,3,3
1080,9197,zzz,123,TP1,11/1/2015,11/30/2015,89.99,30,2,49.99,0,0,0,0,0,0,3,,,,,,208,H2,Q3,38339,3,3
1080,9199,zzz,123,TP1,12/1/2015,12/31/2015,89.99,30,2,49.99,0,0,0,0,0,0,3,,,,,,209,H2,Q3,38381,3,3
1080,9199,zzz,123,TP1,12/1/2015,12/31/2015,89.99,30,2,49.99,0,0,0,0,0,0,3,,,,,,209,H2,Q3,38423,3,3
1010,9190,zzz,123,TP1,8/1/2015,8/31/2015,89.99,10,2,49.99,0,0,0,0,0,0,2,,,,,,205,H1,Q2,38508,2,2
1010,9195,zzz,123,TP1,10/1/2015,10/31/2015,89.99,30,2,49.99,0,0,0,0,0,0,2,,,,,,207,H2,Q3,38577,2,2
